scout_id,title,country,century,medium,figure_type,regime,confidence,promoted,url,notes
SCOUT-445,Behold! a fabric now to freedom rear'd (Constitutional allegory),US,18th,estampa,Constitution,FUNDACIONAL,baixo,yes,https://www.loc.gov/item/2004676797/,
SCOUT-446,Hedwig Reicher as Columbia in suffrage pageant,US,20th,fotografia,Columbia,NORMATIVO,baixo,yes,https://www.loc.gov/item/97510759/,
SCOUT-447,Emprunt national 1920 (Banque Nationale de Paris et des Pays-Bas),FR,20th,cartaz,Marianne,NORMATIVO,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10051241d,
SCOUT-448,"La Justice, la Vengeance et la Vérité",FR,19th,estampa,Justitia,FUNDACIONAL,baixo,yes,https://gallica.bnf.fr/ark:/12148/btv1b531737635,
SCOUT-449,Die Göttin der Gerechtigkeit nach dem heutigen Geschmacke,DE,,estampa,Justitia,FUNDACIONAL,baixo,yes,https://www.bildindex.de/document/obj30110594,
SCOUT-450,"Gerechtigkeitsbrunnen mit Plastik der Justitia (Hans Gieng, 1543)",CH,16th,escultura,Justitia,FUNDACIONAL,baixo,yes,https://www.bildindex.de/document/que20183316,
SCOUT-451,République Française: 3e Emprunt de la Défense nationale,FR,20th,cartaz,La République,MILITAR,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10051217v,
SCOUT-452,Marianne enseignant l'alphabet à des enfants (naïades et Marianne),FR,19th,selo,Marianne,NORMATIVO,baixo,yes,https://gallica.bnf.fr/ark:/12148/btv1b10574064v,
SCOUT-453,Rechtvaardigheid (Justitia),NL,16th,estampa,Justitia,FUNDACIONAL,baixo,yes,https://www.rijksmuseum.nl/en/collection/RP-P-OB-27.124,
SCOUT-454,Gerechtigkeit (Allegory of Justice) by Lucas Cranach the Elder,DE,16th,pintura,Justitia,FUNDACIONAL,baixo,yes,https://lucascranach.org/en/PRIVATE_NONE-P457/,
SCOUT-455,Zeichnet 8. Kriegsanleihe,AT,20th,cartaz,Justitia,MILITAR,baixo,yes,https://www.loc.gov/item/2004666193/,
SCOUT-456,"Lady Justice (F.W. Pomeroy, Old Bailey, London)",UK,20th,escultura,Justitia,NORMATIVO,baixo,yes,http://www.speel.me.uk/sculptlondon/oldbaileyjustice.htm,
SCOUT-457,"En avant! Armée de l'Épargne, c'est pour la Patrie",FR,20th,cartaz,Marianne,MILITAR,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b100506817,
SCOUT-458,Piastre de Commerce — Marianne Assise avec Fasces,FR,19th,moeda,Marianne,INDETERMINADO,baixo,yes,https://en.numista.com/catalogue/pieces4510.html,
SCOUT-459,Allegorie: Justitia (Marcantonio Raimondi),IT,,estampa,Generic allegory,FUNDACIONAL,baixo,yes,https://www.bildindex.de/document/obj08158050,
SCOUT-460 5 Pesetas Hispania Reclinada — Gobierno Provisional,,,,,,,,,,NO FRONTMATTER
SCOUT-461,"Wake up America! Civilization calls every man, woman and child!",US,20th,cartaz,Columbia,MILITAR,baixo,yes,https://www.loc.gov/item/91726511/,
SCOUT-462,Le triomphe de la Justice et de la Vérité,FR,19th,estampa,Justitia,FUNDACIONAL,baixo,yes,https://gallica.bnf.fr/ark:/12148/btv1b531737529,
SCOUT-463,Justice and History (plaster model for US Capitol),US,19th,fotografia,Justitia,NORMATIVO,baixo,yes,https://www.loc.gov/item/2009631377/,
SCOUT-464,Barocke Holzdecke: Personifikation der Gerechtigkeit,DE,17th,medalha,Justitia,FUNDACIONAL,baixo,yes,https://www.bildindex.de/document/obj20672587,
SCOUT-465,Le hochet de la République (Jean Veber),FR,19th,estampa,La République,NORMATIVO,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b8577646g,
SCOUT-466,Columbia calls—Enlist now for U.S. Army,US,20th,cartaz,Columbia,MILITAR,baixo,yes,https://www.loc.gov/item/95506508/,
SCOUT-467,5 Francs — 50 ans de Belgique: La Belgique avec Constitution et Lion,BE,19th,moeda,Constitution,INDETERMINADO,baixo,yes,https://en.numista.com/catalogue/pieces27258.html,
SCOUT-468,Female Allegory (Pierre Puvis de Chavannes),FR,,estampa,Generic allegory,NORMATIVO,baixo,yes,https://www.europeana.eu/en/item/15508/DG1918_7,
SCOUT-469,Fight or Buy Bonds — Third Liberty Loan,US,20th,cartaz,Liberty,MILITAR,baixo,yes,https://www.loc.gov/item/2002708939/,
SCOUT-470,Vrouwe Justitia voor het oordeel van Zaleucus en het oordeel van Cambyses,NL,16th,estampa,Justitia,FUNDACIONAL,baixo,yes,https://www.rijksmuseum.nl/en/collection/RP-P-1883-A-6992,
SCOUT-471,Buste de la République (Agence Rol),FR,,escultura,La République,NORMATIVO,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b6952880n,
SCOUT-472,Semeuse — Selo Definitivo da República Francesa (Oscar Roty / Mouchon),FR,20th,moeda,Republic,INDETERMINADO,baixo,yes,https://en.wikipedia.org/wiki/Sowing_(Oscar_Roty),
SCOUT-473,Take Up the Sword of Justice,UK,20th,cartaz,Justitia,MILITAR,baixo,yes,https://www.iwm.org.uk/collections/item/object/21133,
SCOUT-474,Justitia an der Rathausuhr (Esslingen),DE,16th,escultura,Justitia,FUNDACIONAL,baixo,yes,https://www.bildindex.de/document/obj20553978,
SCOUT-475,America pois'd in the balance of justice,US,18th,estampa,Justitia,FUNDACIONAL,baixo,yes,https://www.loc.gov/item/2004673327/,
SCOUT-476,Justitia (marble head from Porta di Capua),IT,13th,escultura,Justitia,FUNDACIONAL,baixo,yes,https://www.bildindex.de/document/obj08148970,
SCOUT-477,Rechtvaardigheid (Justitia) / Iustitia,NL,16th,estampa,Justitia,FUNDACIONAL,baixo,yes,https://www.rijksmuseum.nl/en/collection/RP-P-1882-A-6499,
SCOUT-478 1 Escudo Alvorada — Primeira República Portuguesa,,,,,,,,,,NO FRONTMATTER
SCOUT-479,Woman holding sword and scales of justice (Jurisprudentia),UK,16th,estampa,Justitia,FUNDACIONAL,baixo,yes,https://wellcomecollection.org/works/rkvhanzr,
SCOUT-480,Relief: Gerechtigkeit und Eintracht (Bremen Rathaus),DE,16th,escultura,Justitia,FUNDACIONAL,baixo,yes,https://www.bildindex.de/document/obj20459153,
SCOUT-481,The Goddess of Liberty (woman in star-spangled cape),US,19th,fotografia,Liberty,NORMATIVO,baixo,yes,https://www.loc.gov/item/2018664118/,
SCOUT-482 Selo Siracusana — Italia Turrita,,,,,,,,,,NO FRONTMATTER
SCOUT-483,Looking Backward,US,19th,estampa,Columbia,CONTRA-ALEGORIA,baixo,yes,https://hti.osu.edu/opper/lesson-plans/immigration/images/looking-backward,
SCOUT-484,Columbia presenting sword to Admiral Dewey,US,19th,estampa,Columbia,MILITAR,baixo,yes,https://www.loc.gov/item/2018697020/,
SCOUT-485,Emprunt national 1920 (Société générale),FR,20th,cartaz,Marianne,NORMATIVO,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b100512310,
SCOUT-486,Justitia and Prudentia (female personifications),UK,,estampa,Justitia,NORMATIVO,baixo,yes,https://www.britishmuseum.org/collection/object/P_1862-0712-305,
SCOUT-487,3e Emprunt de la Défense nationale (République française),FR,20th,cartaz,La République,MILITAR,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10051217v,
SCOUT-488,Emprunt de la Libération (Rente française 1918),FR,20th,cartaz,Marianne,MILITAR,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b100512528,
SCOUT-489,La Liberté guidant le peuple,FR,19th,pintura,Marianne,FUNDACIONAL,baixo,yes,https://www.europeana.eu/en/item/2063621/FRA_280_009,
SCOUT-490,Justitia (Jacob Matham),GE,16th,estampa,Justitia,FUNDACIONAL,baixo,yes,https://www.europeana.eu/en/item/89/item_ZCR4KC47OMJN7DRRDFTIWRQS33M7PBN2,
SCOUT-491,Justitia (Hans Kels d. J.),AT,,,Justitia,FUNDACIONAL,baixo,yes,https://www.europeana.eu/en/item/15502/KK_6068,
SCOUT-492,Columbia Calls — Enlist Now for U.S. Army,US,20th,cartaz,Columbia,MILITAR,baixo,yes,https://www.loc.gov/item/95506508,
SCOUT-493,Alegoría de la Primera República española (La Flaca),ES,19th,estampa,Republic,FUNDACIONAL,baixo,yes,https://hemerotecadigital.bne.es/hd/es/card?sid=3971781,
SCOUT-494,Allegorie der Justitia und eine weitere weibliche Allegorie,IT,16th,estampa,Generic allegory,FUNDACIONAL,baixo,yes,https://www.bildindex.de/document/obj08108743,
SCOUT-495,Justice (blindfolded woman with sword and scales),US,,estampa,Justitia,NORMATIVO,baixo,yes,https://www.loc.gov/item/2007675578/,
SCOUT-496,Liberty Is Not Anarchy,US,19th,estampa,Liberty,CONTRA-ALEGORIA,baixo,yes,https://www.loc.gov/item/2004679037/,
SCOUT-497,El Altar de la Patria,UY,19th,pintura,Generic allegory,FUNDACIONAL,baixo,yes,https://www.museos.gub.uy/index.php/component/k2/item/1550-juan-manuel-blanes-1830-1901,
SCOUT-498,Standing Liberty Quarter — Liberty with Shield and Olive Branch,US,20th,moeda,Liberty,INDETERMINADO,baixo,yes,https://en.numista.com/catalogue/pieces15965.html,
SCOUT-499,Bons de la Défense nationale,FR,20th,estampa,Marianne,MILITAR,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b100505003,
SCOUT-500,Estátua da Justiça (Luiz Rochet) — referência no Almanak Laemmert,BR,19th,escultura,Justitia,FUNDACIONAL,baixo,yes,http://memoria.bn.br/docreader/webindex/WIPagina/313394/101306,
SCOUT-501,Alegoría de la República Mexicana con Símbolos Masónicos,MX,19th,pintura,Republic,FUNDACIONAL,baixo,yes,https://mediateca.inah.gob.mx/islandora_74/islandora/object/pintura:3081,
SCOUT-502,[Alegoría de la República española y la República francesa],ES,20th,moeda,Republic,FUNDACIONAL,baixo,yes,https://bdh.bne.es/bnesearch/detalle/76944,
SCOUT-503,"Wake Up America! Civilization Calls Every Man, Woman and Child!",US,20th,estampa,Columbia,MILITAR,baixo,yes,https://www.loc.gov/item/91726511/,
SCOUT-504,"Allegorie op de rechtvaardigheid (Allegory of Justice, enthroned)",NL,,estampa,Generic allegory,NORMATIVO,baixo,yes,https://www.rijksmuseum.nl/en/collection/object/Allegorie-op-de-rechtvaardigheid--a26144337b14ab57eb5ca23025308032,
SCOUT-505,Sottoscrivete al Prestito — Italia Turrita,IT,20th,estampa,Italia,MILITAR,baixo,yes,https://www.loc.gov/item/2004666216/,
SCOUT-506,"Justitia, Allegory of Justice (Johann Oswald Harms)",DE,,estampa,Justitia,FUNDACIONAL,baixo,yes,https://www.europeana.eu/en/item/89/item_MH6IXNHWTECBQCNPU7IIMCFP2BDFAV76,
SCOUT-507,La République nous appelle... (Steinlen),FR,20th,estampa,La République,MILITAR,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10510623s,
SCOUT-508,Rechtvaardigheid (Justitia),NL,16th,estampa,Justitia,FUNDACIONAL,baixo,yes,https://www.rijksmuseum.nl/en/collection/RP-P-OB-27.296,
SCOUT-509,"Allégorie de la Justice (Joseph Stallaert, Brussels City Hall)",BE,19th,pintura,Generic allegory,NORMATIVO,baixo,yes,https://collections.heritage.brussels/fr/objects/36822,
SCOUT-510,Allegory of Justice (Charles Audran after B.P. Cortona),IT,,estampa,Generic allegory,FUNDACIONAL,baixo,yes,https://www.europeana.eu/en/item/446/RML0348941,
SCOUT-511,Notre-Dame des colonies,FR,20th,,Marianne,CONTRA-ALEGORIA,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b8577655f,
SCOUT-512,"Kamin mit Justitia (Leipzig, Altes Rathaus)",DE,17th,,Justitia,FUNDACIONAL,baixo,yes,https://www.bildindex.de/document/obj30143134,
SCOUT-513,Helft uns siegen! Zeichnet die Kriegsanleihe,DE,20th,,,MILITAR,baixo,yes,https://www.loc.gov/item/2004665855/,
SCOUT-514,Women of Britain Say 'Go!',UK,20th,cartaz,Generic allegory,MILITAR,baixo,yes,https://www.iwm.org.uk/collections/item/object/14592,
SCOUT-515,A Republica precisa de ti: vota em Norton de Matos,PT,20th,cartaz,Republic,NORMATIVO,baixo,yes,https://bndigital.bnportugal.gov.pt/records/search?q=rep%C3%BAblica&DocumentType=Iconografia,
SCOUT-516 Germania Belgien Overprint — Military Occupation Stamp (WWI),,,,,,,,,,NO FRONTMATTER
SCOUT-517,Madame Anastasie (avec les ciseaux de la censure),FR,19th,,Marianne,CONTRA-ALEGORIA,baixo,yes,https://gallica.bnf.fr/ark:/12148/bpt6k1068692m,
SCOUT-518,"Eliseu Visconti — Alegoria (Biblioteca Nacional, Rio de Janeiro)",BR,20th,pintura,Generic allegory,FUNDACIONAL,baixo,yes,https://eliseuvisconti.com.br/obra/d702/,
SCOUT-519,"Foire France-Américaine: Justice, Liberty, Demeter, Athena",US,20th,moeda,Justitia,MILITAR,baixo,yes,https://www.loc.gov/item/99613542/,
SCOUT-520,"A Justiça (Alfredo Ceschiatti, STF Brasília)",BR,20th,escultura,Justitia,MILITAR,baixo,yes,https://acervos.ims.com.br/index.php/Detail/objects/18758,
SCOUT-521,L'envoyé de la Justice,FR,19th,estampa,Justitia,FUNDACIONAL,baixo,yes,https://gallica.bnf.fr/ark:/12148/btv1b53173732g,
SCOUT-522,Justitia (bust with crown and eye pendant),NL,,moeda,Justitia,NORMATIVO,baixo,yes,https://www.rijksmuseum.nl/en/collection/object/Justitia--314f580f935ba978fb199ce7abeb0db1,
SCOUT-523,Rechtvaardigheid (Justitia),NL,16th,estampa,Justitia,FUNDACIONAL,baixo,yes,https://www.rijksmuseum.nl/en/collection/RP-P-1887-A-12280,
SCOUT-524,Série Ceres — Selo definitivo da República Portuguesa,PT,20th,selo,Republic,FUNDACIONAL,baixo,yes,https://en.wikipedia.org/wiki/Ceres_series_(Portugal),
SCOUT-525,Alegoria da República (Carlos Chambelland),BR,20th,pintura,Republic,FUNDACIONAL,baixo,yes,https://brasiliana.museus.gov.br/acervos/alegoria-da-republica/,
SCOUT-526,La Paix — Idylle,FR,19th,,Peace,CONTRA-ALEGORIA,baixo,yes,https://www.metmuseum.org/art/collection/search/757244,
SCOUT-527,5 Francs Hercule — La République et La Justice flanquant Hercule,FR,19th,moeda,La République,INDETERMINADO,baixo,yes,https://en.numista.com/catalogue/pieces1187.html,
SCOUT-528,Emprunt national 1920 (Société centrale des banques de province),FR,20th,,Marianne,NORMATIVO,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b100504964,
SCOUT-529,Alegoria da República (Décio Villares),BR,19th,pintura,Republic,FUNDACIONAL,baixo,yes,https://archive.nyu.edu/handle/2451/61396,
SCOUT-530,Providence and Justice (female personifications in niches),UK,,estampa,Providence,NORMATIVO,baixo,yes,https://www.britishmuseum.org/collection/object/P_1862-0712-304,
SCOUT-531,Temple of Liberty,US,19th,estampa,Liberty,FUNDACIONAL,baixo,yes,https://www.loc.gov/item/2008661765/,
SCOUT-532,Palais de Justice de Bruxelles (Joseph Poelaert),BE,19th,escultura,Justitia,NORMATIVO,baixo,yes,https://be-monumen.be/patrimoine-belge/poelaert-joseph/,
SCOUT-533,"Vrouwe Justitia (nude, with sword and scales)",NL,15th,estampa,Justitia,FUNDACIONAL,baixo,yes,https://www.rijksmuseum.nl/en/collection/object/Vrouwe-Justitia--13997b5b276f9bbbb36a847da4c3022a,
SCOUT-534,Time and Justice Reveal the Truth,BE,,,Justitia,FUNDACIONAL,baixo,yes,https://www.europeana.eu/en/item/2048001/AP_10342206,
SCOUT-535,Two Forces — Britannia protecting Hibernia,UK,19th,,Britannia,NORMATIVO,baixo,yes,https://www.gutenberg.org/files/59801/59801-h/59801-h.htm,
SCOUT-536,"Justitia enthroned, with sword and scales",UK,,estampa,Justitia,NORMATIVO,baixo,yes,https://www.britishmuseum.org/collection/object/P_1870-0625-185,
SCOUT-537 1 Peseta Hispania Sentada — II República,,,,,,,,,,NO FRONTMATTER
SCOUT-538,Allegorie der Jus Civile (Christian Wenzinger),DE,18th,escultura,Generic allegory,FUNDACIONAL,baixo,yes,https://www.bildindex.de/document/obj20677105,
SCOUT-539,"Allegory with Justizia, crowned by a putto",AT,,moeda,Generic allegory,FUNDACIONAL,baixo,yes,https://www.europeana.eu/en/item/15508/30435,
SCOUT-540,La République aimable (Félicien Rops),FR,19th,estampa,La République,NORMATIVO,baixo,yes,https://gallica.bnf.fr/ark:/12148/btv1b531842166,
SCOUT-541,Justitia civilis (Maarten de Vos),BE,,,Justitia,FUNDACIONAL,baixo,yes,https://www.europeana.eu/en/item/2048001/AP_10133590,
SCOUT-542,La Liberté guidant le peuple (Eugène Delacroix),FR,19th,pintura,Marianne,FUNDACIONAL,baixo,yes,https://commons.wikimedia.org/wiki/File:Eug%C3%A8ne_Delacroix_-_Le_28_Juillet._La_Libert%C3%A9_guidant_le_peuple.jpg,
SCOUT-543,Germania — Guter Rat ist teuer (Bismarck e Alsácia-Lorena),DE,19th,,Germania,CONTRA-ALEGORIA,baixo,yes,https://germanhistorydocs.ghi-dc.org/sub_image.cfm?image_id=1408,
SCOUT-544,Germania — Reichspost / Deutsches Reich Definitive Stamp (Paul Eduard Waldraff),DE,19th,selo,Germania,INDETERMINADO,baixo,yes,https://en.wikipedia.org/wiki/Germania_(stamp),
SCOUT-545,Prêtez à la France pour qu'elle grandisse dans le rayonnement de la Paix!,FR,20th,moeda,Marianne,NORMATIVO,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10051230j,
SCOUT-546,Germania,DE,20th,pintura,Germania,NORMATIVO,baixo,yes,https://www.dhm.de/lemo/bestand/objekt/gemaelde-friedrich-august-von-kaulbach-germania-1914,
SCOUT-547,"Justitia (Hameln, Stiftsherrenhaus)",DE,16th,escultura,Justitia,FUNDACIONAL,baixo,yes,https://www.bildindex.de/document/obj20608421,
SCOUT-548,"Allegory, Liberty Seated — Selo definitivo da República Argentina",AR,19th,selo,Republic,NORMATIVO,baixo,yes,https://colnect.com/en/stamps/stamp/128820-Allegory_Liberty_Seated-Allegory-Argentina,
SCOUT-549,[Virtudes cardinales: Justica] (La Patria Ilustrada),MX,19th,estampa,Justitia,NORMATIVO,baixo,yes,https://www.loc.gov/item/2003656173/,
SCOUT-550,Alegoria da República Brasileira — Revista Illustrada,BR,19th,estampa,Republic,INDETERMINADO,baixo,,https://commons.wikimedia.org/wiki/File:Republica_no_brasil.jpg,
SCOUT-551,Alegoria à República — Capa da Revista Illustrada n. 566,BR,19th,estampa,Republic,INDETERMINADO,baixo,,"https://commons.wikimedia.org/wiki/File:Capa_da_Revista_Illustrada,_n.%C2%BA_566_(1889).png",
SCOUT-552,Alegoria da República — Manoel Lopes Rodrigues (óleo sobre tela),BR,19th,pintura,Republic,INDETERMINADO,baixo,,https://artsandculture.google.com/story/cole%C3%A7%C3%A3o-lopes-rodrigues-museu-de-arte-da-bahia/kAXx2Zki-R24Lw,
SCOUT-553,Alegoria à Lei de 13 de Maio de 1888 (estudo),BR,19th,pintura,Generic allegory,INDETERMINADO,baixo,,https://mhn.museus.gov.br/estudo-de-decio-villares-volta-ao-circuito-expositivo-do-mhn/,
SCOUT-554,République de Clésinger (fotografia de demonstração),FR,19th,fotografia,La République,INDETERMINADO,baixo,,https://gallica.bnf.fr/ark:/12148/btv1b531241805,
SCOUT-555,Unité indivisibilité de la République (j'ai rompu mes chaines vive la liberté),FR,18th,estampa,La République,INDETERMINADO,baixo,,https://gallica.bnf.fr/ark:/12148/btv1b6950386s,
SCOUT-556,La République (en hauteur) — Exposição Internacional de Paris 1889,FR,19th,fotografia,La République,INDETERMINADO,baixo,,https://gallica.bnf.fr/ark:/12148/btv1b116003372,
SCOUT-557,Étude pour le 1er mai? (Steinlen),FR,19th,estampa,Generic allegory,INDETERMINADO,baixo,,https://gallica.bnf.fr/ark:/12148/btv1b53188884v,
SCOUT-558,"25 Mark — Stadtsparkasse Bielefeld (Notgeld), Bielefelder Jungbronnen (Fountain of Youth), silk note",DE,20th,,,FUNDACIONAL,baixo,yes,https://en.numista.com/210100,
SCOUT-559,"Crispim do Amaral, Alegoria da República (pano de boca do Theatro da Paz, Belém, 1890), reproduzida em Lima Junior (2020)",BR,19th,,,FUNDACIONAL,baixo,yes,https://teses.usp.br/teses/disponiveis/93/93131/tde-16062021-151518/publico/2020_CarlosRogerioLimaJunior_VCorr.pdf,
SCOUT-560,"Virtudes cardinais da Matriz de Nossa Senhora do Pilar, Ouro Preto",BR,18th,,,NORMATIVO,baixo,yes,https://www.eba.ufmg.br/revistaceib/index.php/imagembrasileira/article/download/331/284/521,
SCOUT-561,Cédula de 2.000 réis de 1890 — figura feminina,BR,19th,,,NORMATIVO,baixo,yes,https://www.youtube.com/watch?v=TUuDNXMqna0,
SCOUT-562,Brasão da República dos Estados Unidos do Brasil,BR,19th,,,NORMATIVO,baixo,yes,https://www.planalto.gov.br/ccivil_03/constituicao/brasao.htm,
SCOUT-563,Alegoria da Liberdade segurando a Bandeira do Brasil Império,BR,,,,NORMATIVO,baixo,yes,https://www.facebook.com/BrazilImperiu/photos/alegoria-da-liberdade-segurando-a-bandeira-do-brasil-imperio,
SCOUT-564,Efígie da República em moedas e cédulas brasileiras (1889–1945),BR,19th,,,NORMATIVO,baixo,yes,https://iconocracy-corpus.local/piloto/,
SCOUT-565,Personificação do Brasil em selos postais republicanos,BR,19th,,,NORMATIVO,baixo,yes,https://iconocracy-corpus.local/piloto/,
SCOUT-566,Vitral de Iustitia sem venda no Antigo Palácio da Justiça (Rio de Janeiro),BR,20th,arquitetura forense,,NORMATIVO,alto,yes,https://www.memoriasbelgas.com.br/vitral-da-sala-de-sessoes-do-ccjf/,
SCOUT-567,Elementos hídricos no escudo de armas do Império e da República,BR,19th,,,NORMATIVO,baixo,yes,https://www.planalto.gov.br/ccivil_03/constituicao/brasao.htm,
SCOUT-568,Monumento à República / Pátria feminina em praça pública brasileira,BR,19th,,,NORMATIVO,baixo,yes,https://iconocracy-corpus.local/piloto/,
SCOUT-569,Pinturas das quatro estações de Bernardo Pires da Silva (1774) — Ouro Preto,BR,18th,,,NORMATIVO,baixo,yes,https://seer.ufrgs.br/index.php/PortoArte/article/view/141873,
SCOUT-570,A América alegorizada em gravuras e frontispícios circulados no Brasil colonial,BR,,,,NORMATIVO,baixo,yes,https://www.brasilianaiconografica.art.br/artigos/24232/a-representacao-da-america-quando-era-grande-e-desconhecida,
SCOUT-571,"Intervenção feminista no Paseo de la Reforma, Cidade do México, 2021",MX,21th,,,CONTRA-ALEGORIA,baixo,yes,https://awarewomenartists.com/en/magazine/interventions-monumentales-feminisme-art-et-resistance-publique-au-mexique/,
SCOUT-572,Esculturas alegóricas da fachada do Palácio da Justiça de São Paulo,BR,20th,arquitetura forense,,NORMATIVO,alto,yes,https://www.tjsp.jus.br/QuemSomos/PalacioJustica,
SCOUT-573,Esculturas de A Justiça e a Família e A Justiça e o Homem (Palácio da Justiça de Pernambuco),BR,20th,arquitetura forense,,NORMATIVO,alto,yes,http://www.tjpe.jus.br/institucional/palacio-da-justica/,
SCOUT-574,Estátua de Têmis (Palácio da Justiça do Rio Grande do Sul),BR,21th,arquitetura forense,,NORMATIVO,alto,yes,https://www.tjrs.jus.br/novo/institucional/palacio-da-justica/,
SCOUT-NC-01,20 Mark Gold — Wilhelm I (NEGATIVE CONTROL),DE,19th,moeda,AUSENCIA ALEGORICA — portrait of Wilhelm I,FUNDACIONAL,alto,,https://en.numista.com/catalogue/pieces40399.html,
SCOUT-NC-02,1 Penny — Victoria / Britannia seated (DUAL BODY),UK,19th,moeda,Britannia,NORMATIVO,alto,,https://en.numista.com/catalogue/pieces670.html,
SCOUT-NC-03,1 Reichsmark — Weimar Republic (eagle replaces Germania),DE,,moeda,Germania,fundacional,alta,,https://en.numista.com/catalogue/pieces15569.html,
SCOUT-SESSION-2026-04-10,,BR,,,,,,,,
