id,title,country,date,medium,figure_type,regime,seculo,confidence,promoted,url
SCOUT-432,Unite indivisibilite de la Republique (j'ai rompu mes chaines vive la liberte),FR,1793-1794,estampa/gravura,marianne,FUNDACIONAL,,alto,no,
SCOUT-433,"Buste de la Republique (serie de 4 fotografias, Agence Rol)",FR,1916,estampa/gravura,marianne,NORMATIVO,20th,alto,no,
SCOUT-434,"Liberte (Moitte/Janinet) — gravura colorida, 1792",FR,1792,estampa/gravura,marianne,FUNDACIONAL,,alto,no,
SCOUT-435,La Republique (en hauteur) — Exposicao Internacional de Paris 1889,FR,1889,monumento,marianne,NORMATIVO,19th,alto,no,
SCOUT-436,"Etude pour le 1er mai? (Steinlen, 1894)",FR,1894,estampa/gravura,marianne,FUNDACIONAL,,alto,no,
SCOUT-437,As Estátuas Fallando (The Statues Speaking) — Justiça,BR,1827,escultura,Justitia,FUNDACIONAL,19th,baixo,yes,http://memoria.bn.br/pdf/702390/per702390_1827_00060.pdf
SCOUT-438,"Penny — Britannia Seated with Trident, Helmet and Shield",UK,1860-1894,moeda,Britannia,INDETERMINADO,19th,baixo,yes,https://en.numista.com/catalogue/pieces3377.html
SCOUT-439,Illustrations de Calendrier et compost des bergiers (Danse macabre — female Justice figure),FR,1531,estampa,Justitia,FUNDACIONAL,16th,baixo,yes,https://gallica.bnf.fr/services/engine/search/sru?query=justice+symbole+femme&filter=dc.type+all+%22image%22
SCOUT-442,Die Wage der Macht / La balance de la puissance,US,1780,estampa,Justitia,FUNDACIONAL,18th,baixo,yes,https://www.loc.gov/item/2004673370/
SCOUT-443,The French Crisis: Madame La République,FR,1887,estampa,La République,NORMATIVO,19th,baixo,yes,https://gallica.bnf.fr/ark:/12148/btv1b8438243t
SCOUT-444,L'Empire c'est la paix,FR,1870,estampa,Peace,CONTRA-ALEGORIA,19th,baixo,yes,https://www.metmuseum.org/art/collection/search/757135
SCOUT-445,Behold! a fabric now to freedom rear'd (Constitutional allegory),US,1788,estampa,Constitution,FUNDACIONAL,18th,baixo,yes,https://www.loc.gov/item/2004676797/
SCOUT-446,Hedwig Reicher as Columbia in suffrage pageant,US,1913,fotografia,Columbia,NORMATIVO,20th,baixo,yes,https://www.loc.gov/item/97510759/
SCOUT-447,Emprunt national 1920 (Banque Nationale de Paris et des Pays-Bas),FR,1920,cartaz,Marianne,NORMATIVO,20th,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10051241d
SCOUT-448,"La Justice, la Vengeance et la Vérité",FR,1865,estampa,Justitia,FUNDACIONAL,19th,baixo,yes,https://gallica.bnf.fr/ark:/12148/btv1b531737635
SCOUT-449,Die Göttin der Gerechtigkeit nach dem heutigen Geschmacke,DE,18th century,estampa,Justitia,FUNDACIONAL,18th,baixo,yes,https://www.bildindex.de/document/obj30110594
SCOUT-450,"Gerechtigkeitsbrunnen mit Plastik der Justitia (Hans Gieng, 1543)",CH,1543,escultura,Justitia,FUNDACIONAL,16th,baixo,yes,https://www.bildindex.de/document/que20183316
SCOUT-451,République Française: 3e Emprunt de la Défense nationale,FR,1917,cartaz,La République,MILITAR,20th,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10051217v
SCOUT-452,Marianne enseignant l'alphabet à des enfants (naïades et Marianne),FR,1859–1910,selo,Marianne,NORMATIVO,19th,baixo,yes,https://gallica.bnf.fr/ark:/12148/btv1b10574064v
SCOUT-453,Rechtvaardigheid (Justitia),NL,1597,estampa,Justitia,FUNDACIONAL,16th,baixo,yes,https://www.rijksmuseum.nl/en/collection/RP-P-OB-27.124
SCOUT-454,Gerechtigkeit (Allegory of Justice) by Lucas Cranach the Elder,DE,1537,pintura,Justitia,FUNDACIONAL,16th,baixo,yes,https://lucascranach.org/en/PRIVATE_NONE-P457/
SCOUT-455,Zeichnet 8. Kriegsanleihe,AT,1918,cartaz,Justitia,MILITAR,20th,baixo,yes,https://www.loc.gov/item/2004666193/
SCOUT-456,"Lady Justice (F.W. Pomeroy, Old Bailey, London)",UK,1907,escultura,Justitia,NORMATIVO,20th,baixo,yes,http://www.speel.me.uk/sculptlondon/oldbaileyjustice.htm
SCOUT-457,"En avant! Armée de l'Épargne, c'est pour la Patrie",FR,1916,cartaz,Marianne,MILITAR,20th,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b100506817
SCOUT-458,Piastre de Commerce — Marianne Assise avec Fasces,FR,1885-1928,moeda,Marianne,INDETERMINADO,19th,baixo,yes,https://en.numista.com/catalogue/pieces4510.html
SCOUT-459,Allegorie: Justitia (Marcantonio Raimondi),IT,Early 16th century,estampa,Generic allegory,FUNDACIONAL,16th,baixo,yes,https://www.bildindex.de/document/obj08158050
SCOUT-461,"Wake up America! Civilization calls every man, woman and child!",US,1917,cartaz,Columbia,MILITAR,20th,baixo,yes,https://www.loc.gov/item/91726511/
SCOUT-462,Le triomphe de la Justice et de la Vérité,FR,1865,estampa,Justitia,FUNDACIONAL,19th,baixo,yes,https://gallica.bnf.fr/ark:/12148/btv1b531737529
SCOUT-463,Justice and History (plaster model for US Capitol),US,c. 1860,fotografia,Justitia,NORMATIVO,19th,baixo,yes,https://www.loc.gov/item/2009631377/
SCOUT-464,Barocke Holzdecke: Personifikation der Gerechtigkeit,DE,1660–1780,medalha,Justitia,FUNDACIONAL,17th,baixo,yes,https://www.bildindex.de/document/obj20672587
SCOUT-465,Le hochet de la République (Jean Veber),FR,1868–1928 (artist's active period),estampa,La République,NORMATIVO,19th,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b8577646g
SCOUT-466,Columbia calls—Enlist now for U.S. Army,US,1917,cartaz,Columbia,MILITAR,20th,baixo,yes,https://www.loc.gov/item/95506508/
SCOUT-467,5 Francs — 50 ans de Belgique: La Belgique avec Constitution et Lion,BE,1880,moeda,Constitution,INDETERMINADO,19th,baixo,yes,https://en.numista.com/catalogue/pieces27258.html
SCOUT-468,Female Allegory (Pierre Puvis de Chavannes),FR,19th century,estampa,Generic allegory,NORMATIVO,19th,baixo,yes,https://www.europeana.eu/en/item/15508/DG1918_7
SCOUT-469,Fight or Buy Bonds — Third Liberty Loan,US,1917,cartaz,Liberty,MILITAR,20th,baixo,yes,https://www.loc.gov/item/2002708939/
SCOUT-470,Vrouwe Justitia voor het oordeel van Zaleucus en het oordeel van Cambyses,NL,1590–1638,estampa,Justitia,FUNDACIONAL,16th,baixo,yes,https://www.rijksmuseum.nl/en/collection/RP-P-1883-A-6992
SCOUT-471,Buste de la République (Agence Rol),FR,Early 20th century,escultura,La République,NORMATIVO,20th,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b6952880n
SCOUT-472,Semeuse — Selo Definitivo da República Francesa (Oscar Roty / Mouchon),FR,1903-1960,moeda,Republic,INDETERMINADO,20th,baixo,yes,https://en.wikipedia.org/wiki/Sowing_(Oscar_Roty)
SCOUT-473,Take Up the Sword of Justice,UK,1915,cartaz,Justitia,MILITAR,20th,baixo,yes,https://www.iwm.org.uk/collections/item/object/21133
SCOUT-474,Justitia an der Rathausuhr (Esslingen),DE,1589,escultura,Justitia,FUNDACIONAL,16th,baixo,yes,https://www.bildindex.de/document/obj20553978
SCOUT-475,America pois'd in the balance of justice,US,1776,estampa,Justitia,FUNDACIONAL,18th,baixo,yes,https://www.loc.gov/item/2004673327/
SCOUT-476,Justitia (marble head from Porta di Capua),IT,1239–1240,escultura,Justitia,FUNDACIONAL,13th,baixo,yes,https://www.bildindex.de/document/obj08148970
SCOUT-477,Rechtvaardigheid (Justitia) / Iustitia,NL,1585–1637,estampa,Justitia,FUNDACIONAL,16th,baixo,yes,https://www.rijksmuseum.nl/en/collection/RP-P-1882-A-6499
SCOUT-479,Woman holding sword and scales of justice (Jurisprudentia),UK,c. 1560,estampa,Justitia,FUNDACIONAL,16th,baixo,yes,https://wellcomecollection.org/works/rkvhanzr
SCOUT-480,Relief: Gerechtigkeit und Eintracht (Bremen Rathaus),DE,1596–1605,escultura,Justitia,FUNDACIONAL,16th,baixo,yes,https://www.bildindex.de/document/obj20459153
SCOUT-481,The Goddess of Liberty (woman in star-spangled cape),US,1861,fotografia,Liberty,NORMATIVO,19th,baixo,yes,https://www.loc.gov/item/2018664118/
SCOUT-483,Looking Backward,US,1893,estampa,Columbia,CONTRA-ALEGORIA,19th,baixo,yes,https://hti.osu.edu/opper/lesson-plans/immigration/images/looking-backward
SCOUT-484,Columbia presenting sword to Admiral Dewey,US,1899,estampa,Columbia,MILITAR,19th,baixo,yes,https://www.loc.gov/item/2018697020/
SCOUT-485,Emprunt national 1920 (Société générale),FR,1920,cartaz,Marianne,NORMATIVO,20th,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b100512310
SCOUT-486,Justitia and Prudentia (female personifications),UK,Unknown,estampa,Justitia,NORMATIVO,,baixo,yes,https://www.britishmuseum.org/collection/object/P_1862-0712-305
SCOUT-487,3e Emprunt de la Défense nationale (République française),FR,1917,cartaz,La République,MILITAR,20th,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10051217v
SCOUT-488,Emprunt de la Libération (Rente française 1918),FR,1918,cartaz,Marianne,MILITAR,20th,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b100512528
SCOUT-489,La Liberté guidant le peuple,FR,1830,pintura,Marianne,FUNDACIONAL,19th,baixo,yes,https://www.europeana.eu/en/item/2063621/FRA_280_009
SCOUT-490,Justitia (Jacob Matham),GE,c. 1600,estampa,Justitia,FUNDACIONAL,16th,baixo,yes,https://www.europeana.eu/en/item/89/item_ZCR4KC47OMJN7DRRDFTIWRQS33M7PBN2
SCOUT-491,Justitia (Hans Kels d. J.),AT,16th century,,Justitia,FUNDACIONAL,16th,baixo,yes,https://www.europeana.eu/en/item/15502/KK_6068
SCOUT-492,Columbia Calls — Enlist Now for U.S. Army,US,1917,cartaz,Columbia,MILITAR,20th,baixo,yes,https://www.loc.gov/item/95506508
SCOUT-493,Alegoría de la Primera República española (La Flaca),ES,1873,estampa,Republic,FUNDACIONAL,19th,baixo,yes,https://hemerotecadigital.bne.es/hd/es/card?sid=3971781
SCOUT-494,Allegorie der Justitia und eine weitere weibliche Allegorie,IT,1501–1550,estampa,Generic allegory,FUNDACIONAL,16th,baixo,yes,https://www.bildindex.de/document/obj08108743
SCOUT-495,Justice (blindfolded woman with sword and scales),US,Unknown,estampa,Justitia,NORMATIVO,,baixo,yes,https://www.loc.gov/item/2007675578/
SCOUT-496,Liberty Is Not Anarchy,US,1886,estampa,Liberty,CONTRA-ALEGORIA,19th,baixo,yes,https://www.loc.gov/item/2004679037/
SCOUT-497,El Altar de la Patria,UY,1896,pintura,Alegoria feminina,FUNDACIONAL,19th,baixo,yes,https://www.museos.gub.uy/index.php/component/k2/item/1550-juan-manuel-blanes-1830-1901
SCOUT-498,Standing Liberty Quarter — Liberty with Shield and Olive Branch,US,1916-1930,moeda,Liberty,INDETERMINADO,20th,baixo,yes,https://en.numista.com/catalogue/pieces15965.html
SCOUT-499,Bons de la Défense nationale,FR,1916,estampa,Marianne,MILITAR,20th,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b100505003
SCOUT-500,Estátua da Justiça (Luiz Rochet) — referência no Almanak Laemmert,BR,1872 (inaugurated); 1929 (reference),escultura,Justitia,FUNDACIONAL,19th,baixo,yes,http://memoria.bn.br/docreader/webindex/WIPagina/313394/101306
SCOUT-501,Alegoría de la República Mexicana con Símbolos Masónicos,MX,1850,pintura,Republic,FUNDACIONAL,19th,baixo,yes,https://mediateca.inah.gob.mx/islandora_74/islandora/object/pintura:3081
SCOUT-502,[Alegoría de la República española y la República francesa],ES,1931,moeda,Republic,FUNDACIONAL,20th,baixo,yes,https://bdh.bne.es/bnesearch/detalle/76944
SCOUT-503,"Wake Up America! Civilization Calls Every Man, Woman and Child!",US,1917,estampa,Columbia,MILITAR,20th,baixo,yes,https://www.loc.gov/item/91726511/
SCOUT-504,"Allegorie op de rechtvaardigheid (Allegory of Justice, enthroned)",NL,17th century,estampa,Generic allegory,NORMATIVO,17th,baixo,yes,https://www.rijksmuseum.nl/en/collection/object/Allegorie-op-de-rechtvaardigheid--a26144337b14ab57eb5ca23025308032
SCOUT-505,Sottoscrivete al Prestito — Italia Turrita,IT,1917,estampa,Italia Turrita,MILITAR,20th,baixo,yes,https://www.loc.gov/item/2004666216/
SCOUT-506,"Justitia, Allegory of Justice (Johann Oswald Harms)",DE,17th century,estampa,Justitia,FUNDACIONAL,17th,baixo,yes,https://www.europeana.eu/en/item/89/item_MH6IXNHWTECBQCNPU7IIMCFP2BDFAV76
SCOUT-507,La République nous appelle... (Steinlen),FR,1915,estampa,La République,MILITAR,20th,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10510623s
SCOUT-508,Rechtvaardigheid (Justitia),NL,1585–1589,estampa,Justitia,FUNDACIONAL,16th,baixo,yes,https://www.rijksmuseum.nl/en/collection/RP-P-OB-27.296
SCOUT-509,"Allégorie de la Justice (Joseph Stallaert, Brussels City Hall)",BE,1885–1888,pintura,Generic allegory,NORMATIVO,19th,baixo,yes,https://collections.heritage.brussels/fr/objects/36822
SCOUT-510,Allegory of Justice (Charles Audran after B.P. Cortona),IT,17th century,estampa,Generic allegory,FUNDACIONAL,17th,baixo,yes,https://www.europeana.eu/en/item/446/RML0348941
SCOUT-511,Notre-Dame des colonies,FR,1909,,Marianne,CONTRA-ALEGORIA,20th,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b8577655f
SCOUT-512,"Kamin mit Justitia (Leipzig, Altes Rathaus)",DE,c. 1610,,Justitia,FUNDACIONAL,17th,baixo,yes,https://www.bildindex.de/document/obj30143134
SCOUT-513,Helft uns siegen! Zeichnet die Kriegsanleihe,DE,ca. 1917,,,MILITAR,20th,baixo,yes,https://www.loc.gov/item/2004665855/
SCOUT-514,Women of Britain Say 'Go!',UK,1915,cartaz,Alegoria feminina,MILITAR,20th,baixo,yes,https://www.iwm.org.uk/collections/item/object/14592
SCOUT-515,A Republica precisa de ti: vota em Norton de Matos,PT,1949,cartaz,Republic,NORMATIVO,20th,baixo,yes,https://bndigital.bnportugal.gov.pt/records/search?q=rep%C3%BAblica&DocumentType=Iconografia
SCOUT-517,Madame Anastasie (avec les ciseaux de la censure),FR,1874,,Marianne,CONTRA-ALEGORIA,19th,baixo,yes,https://gallica.bnf.fr/ark:/12148/bpt6k1068692m
SCOUT-518,"Eliseu Visconti — Alegoria (Biblioteca Nacional, Rio de Janeiro)",BR,1910,pintura,Generic allegory,FUNDACIONAL,20th,baixo,yes,https://eliseuvisconti.com.br/obra/d702/
SCOUT-519,"Foire France-Américaine: Justice, Liberty, Demeter, Athena",US,1917,moeda,Justitia,MILITAR,20th,baixo,yes,https://www.loc.gov/item/99613542/
SCOUT-520,"A Justiça (Alfredo Ceschiatti, STF Brasília)",BR,1961,escultura,Justitia,MILITAR,20th,baixo,yes,https://acervos.ims.com.br/index.php/Detail/objects/18758
SCOUT-521,L'envoyé de la Justice,FR,1859,estampa,Justitia,FUNDACIONAL,19th,baixo,yes,https://gallica.bnf.fr/ark:/12148/btv1b53173732g
SCOUT-522,Justitia (bust with crown and eye pendant),NL,Unknown,moeda,Justitia,NORMATIVO,,baixo,yes,https://www.rijksmuseum.nl/en/collection/object/Justitia--314f580f935ba978fb199ce7abeb0db1
SCOUT-523,Rechtvaardigheid (Justitia),NL,1593,estampa,Justitia,FUNDACIONAL,16th,baixo,yes,https://www.rijksmuseum.nl/en/collection/RP-P-1887-A-12280
SCOUT-524,Série Ceres — Selo definitivo da República Portuguesa,PT,1912-1945,selo,Republic,FUNDACIONAL,20th,baixo,yes,https://en.wikipedia.org/wiki/Ceres_series_(Portugal)
SCOUT-525,Alegoria da República (Carlos Chambelland),BR,1922,pintura,Republic,FUNDACIONAL,20th,baixo,yes,https://brasiliana.museus.gov.br/acervos/alegoria-da-republica/
SCOUT-526,La Paix — Idylle,FR,1871,,Peace,CONTRA-ALEGORIA,19th,baixo,yes,https://www.metmuseum.org/art/collection/search/757244
SCOUT-527,5 Francs Hercule — La République et La Justice flanquant Hercule,FR,1870-1878,moeda,La République,INDETERMINADO,19th,baixo,yes,https://en.numista.com/catalogue/pieces1187.html
SCOUT-528,Emprunt national 1920 (Société centrale des banques de province),FR,1920,,Marianne,NORMATIVO,20th,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b100504964
SCOUT-529,Alegoria da República (Décio Villares),BR,c. 1900,pintura,Republic,FUNDACIONAL,19th,baixo,yes,https://archive.nyu.edu/handle/2451/61396
SCOUT-530,Providence and Justice (female personifications in niches),UK,Unknown,estampa,Providence,NORMATIVO,,baixo,yes,https://www.britishmuseum.org/collection/object/P_1862-0712-304
SCOUT-531,Temple of Liberty,US,1834,estampa,Liberty,FUNDACIONAL,19th,baixo,yes,https://www.loc.gov/item/2008661765/
SCOUT-532,Palais de Justice de Bruxelles (Joseph Poelaert),BE,1866–1883,escultura,Justitia,NORMATIVO,19th,baixo,yes,https://be-monumen.be/patrimoine-belge/poelaert-joseph/
SCOUT-533,"Vrouwe Justitia (nude, with sword and scales)",NL,1500–1600,estampa,Justitia,FUNDACIONAL,15th,baixo,yes,https://www.rijksmuseum.nl/en/collection/object/Vrouwe-Justitia--13997b5b276f9bbbb36a847da4c3022a
SCOUT-534,Time and Justice Reveal the Truth,BE,Unknown,,Justitia,FUNDACIONAL,,baixo,yes,https://www.europeana.eu/en/item/2048001/AP_10342206
SCOUT-535,Two Forces — Britannia protecting Hibernia,UK,c. 1881,,Britannia,NORMATIVO,19th,baixo,yes,https://www.gutenberg.org/files/59801/59801-h/59801-h.htm
SCOUT-536,"Justitia enthroned, with sword and scales",UK,17th century,estampa,Justitia,NORMATIVO,17th,baixo,yes,https://www.britishmuseum.org/collection/object/P_1870-0625-185
SCOUT-538,Allegorie der Jus Civile (Christian Wenzinger),DE,1752,escultura,Generic allegory,FUNDACIONAL,18th,baixo,yes,https://www.bildindex.de/document/obj20677105
SCOUT-539,"Allegory with Justizia, crowned by a putto",AT,18th century,moeda,Generic allegory,FUNDACIONAL,18th,baixo,yes,https://www.europeana.eu/en/item/15508/30435
SCOUT-540,La République aimable (Félicien Rops),FR,1871,estampa,La République,NORMATIVO,19th,baixo,yes,https://gallica.bnf.fr/ark:/12148/btv1b531842166
SCOUT-541,Justitia civilis (Maarten de Vos),BE,16th century,,Justitia,FUNDACIONAL,16th,baixo,yes,https://www.europeana.eu/en/item/2048001/AP_10133590
SCOUT-542,La Liberté guidant le peuple (Eugène Delacroix),FR,1830,pintura,Marianne,FUNDACIONAL,19th,baixo,yes,https://commons.wikimedia.org/wiki/File:Eug%C3%A8ne_Delacroix_-_Le_28_Juillet._La_Libert%C3%A9_guidant_le_peuple.jpg
SCOUT-543,Germania — Guter Rat ist teuer (Bismarck e Alsácia-Lorena),DE,c. 1871,,Germania,CONTRA-ALEGORIA,19th,baixo,yes,https://germanhistorydocs.ghi-dc.org/sub_image.cfm?image_id=1408
SCOUT-544,Germania — Reichspost / Deutsches Reich Definitive Stamp (Paul Eduard Waldraff),DE,1900-1922,selo,Germania,INDETERMINADO,19th,baixo,yes,https://en.wikipedia.org/wiki/Germania_(stamp)
SCOUT-545,Prêtez à la France pour qu'elle grandisse dans le rayonnement de la Paix!,FR,1920,moeda,Marianne,NORMATIVO,20th,baixo,yes,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10051230j
SCOUT-546,Germania,DE,1914,pintura,Germania,NORMATIVO,20th,baixo,yes,https://www.dhm.de/lemo/bestand/objekt/gemaelde-friedrich-august-von-kaulbach-germania-1914
SCOUT-547,"Justitia (Hameln, Stiftsherrenhaus)",DE,c. 1558,escultura,Justitia,FUNDACIONAL,16th,baixo,yes,https://www.bildindex.de/document/obj20608421
SCOUT-548,"Allegory, Liberty Seated — Selo definitivo da República Argentina",AR,1899-1903,selo,Republic,NORMATIVO,19th,baixo,yes,https://colnect.com/en/stamps/stamp/128820-Allegory_Liberty_Seated-Allegory-Argentina
SCOUT-549,[Virtudes cardinales: Justica] (La Patria Ilustrada),MX,1889,estampa,Justitia,NORMATIVO,19th,baixo,yes,https://www.loc.gov/item/2003656173/
SCOUT-550,Alegoria da República Brasileira — Revista Illustrada,BR,"c. 1889 (pós-Proclamação, 15 nov. 1889)",estampa,Republic,INDETERMINADO,19th,baixo,yes,https://commons.wikimedia.org/wiki/File:Republica_no_brasil.jpg
SCOUT-551,Alegoria à República — Capa da Revista Illustrada n. 566,BR,1889,estampa,Republic,INDETERMINADO,19th,baixo,yes,"https://commons.wikimedia.org/wiki/File:Capa_da_Revista_Illustrada,_n.%C2%BA_566_(1889).png"
SCOUT-552,Alegoria da República — Manoel Lopes Rodrigues (óleo sobre tela),BR,1896,pintura,Republic,INDETERMINADO,19th,baixo,yes,https://artsandculture.google.com/story/cole%C3%A7%C3%A3o-lopes-rodrigues-museu-de-arte-da-bahia/kAXx2Zki-R24Lw
SCOUT-553,Alegoria à Lei de 13 de Maio de 1888 (estudo),BR,c. 1888 (final do séc. XIX),pintura,Generic allegory,INDETERMINADO,19th,baixo,yes,https://mhn.museus.gov.br/estudo-de-decio-villares-volta-ao-circuito-expositivo-do-mhn/
SCOUT-554,République de Clésinger (fotografia de demonstração),FR,1900 (fotografia); c. 1848 (escultura original),fotografia,La République,INDETERMINADO,19th,baixo,yes,https://gallica.bnf.fr/ark:/12148/btv1b531241805
SCOUT-555,Unité indivisibilité de la République (j'ai rompu mes chaines vive la liberté),FR,1793–1794,estampa,La République,INDETERMINADO,18th,baixo,yes,https://gallica.bnf.fr/ark:/12148/btv1b6950386s
SCOUT-556,La République (en hauteur) — Exposição Internacional de Paris 1889,FR,1889,fotografia,La République,INDETERMINADO,19th,baixo,yes,https://gallica.bnf.fr/ark:/12148/btv1b116003372
SCOUT-557,Étude pour le 1er mai? (Steinlen),FR,1894,estampa,Alegoria feminina,INDETERMINADO,19th,baixo,yes,https://gallica.bnf.fr/ark:/12148/btv1b53188884v
SCOUT-558,"25 Mark — Stadtsparkasse Bielefeld (Notgeld), Bielefelder Jungbronnen (Fountain of Youth), silk note",DE,1921,,,FUNDACIONAL,,baixo,yes,https://en.numista.com/210100
SCOUT-559,"Crispim do Amaral, Alegoria da República (pano de boca do Theatro da Paz, Belém, 1890), reproduzida em Lima Junior (2020)",BR,1890,,,FUNDACIONAL,,baixo,yes,https://teses.usp.br/teses/disponiveis/93/93131/tde-16062021-151518/publico/2020_CarlosRogerioLimaJunior_VCorr.pdf
SCOUT-560,"Virtudes cardinais da Matriz de Nossa Senhora do Pilar, Ouro Preto",BR,c. 1731–1750,,,NORMATIVO,,baixo,yes,https://www.eba.ufmg.br/revistaceib/index.php/imagembrasileira/article/download/331/284/521
SCOUT-561,Cédula de 2.000 réis de 1890 — figura feminina,BR,1890,,,NORMATIVO,,baixo,yes,https://www.youtube.com/watch?v=TUuDNXMqna0
SCOUT-562,Brasão da República dos Estados Unidos do Brasil,BR,1889–,,,NORMATIVO,,baixo,yes,https://www.planalto.gov.br/ccivil_03/constituicao/brasao.htm
SCOUT-563,Alegoria da Liberdade segurando a Bandeira do Brasil Império,BR,século XIX,,,NORMATIVO,,baixo,yes,https://www.facebook.com/BrazilImperiu/photos/alegoria-da-liberdade-segurando-a-bandeira-do-brasil-imperio
SCOUT-564,Efígie da República em moedas e cédulas brasileiras (1889–1945),BR,1889–1945,,,NORMATIVO,,baixo,yes,https://iconocracy-corpus.local/piloto/
SCOUT-565,Personificação do Brasil em selos postais republicanos,BR,1889–1960,,,NORMATIVO,,baixo,yes,https://iconocracy-corpus.local/piloto/
SCOUT-566,Vitral de Iustitia sem venda no Antigo Palácio da Justiça (Rio de Janeiro),BR,1909,arquitetura forense,,NORMATIVO,,alto,yes,https://www.memoriasbelgas.com.br/vitral-da-sala-de-sessoes-do-ccjf/
SCOUT-567,Elementos hídricos no escudo de armas do Império e da República,BR,1822–1889–,,,NORMATIVO,,baixo,yes,https://www.planalto.gov.br/ccivil_03/constituicao/brasao.htm
SCOUT-568,Monumento à República / Pátria feminina em praça pública brasileira,BR,1889–1950,,,NORMATIVO,,baixo,yes,https://iconocracy-corpus.local/piloto/
SCOUT-569,Pinturas das quatro estações de Bernardo Pires da Silva (1774) — Ouro Preto,BR,1774,,,NORMATIVO,,baixo,yes,https://seer.ufrgs.br/index.php/PortoArte/article/view/141873
SCOUT-570,A América alegorizada em gravuras e frontispícios circulados no Brasil colonial,BR,séculos XVI–XVIII,,,NORMATIVO,,baixo,yes,https://www.brasilianaiconografica.art.br/artigos/24232/a-representacao-da-america-quando-era-grande-e-desconhecida
SCOUT-571,"Intervenção feminista no Paseo de la Reforma, Cidade do México, 2021",MX,2021,,,CONTRA-ALEGORIA,,baixo,yes,https://awarewomenartists.com/en/magazine/interventions-monumentales-feminisme-art-et-resistance-publique-au-mexique/
SCOUT-572,Esculturas alegóricas da fachada do Palácio da Justiça de São Paulo,BR,1933,arquitetura forense,,NORMATIVO,,alto,yes,https://www.tjsp.jus.br/QuemSomos/PalacioJustica
SCOUT-573,Esculturas de A Justiça e a Família e A Justiça e o Homem (Palácio da Justiça de Pernambuco),BR,1930,arquitetura forense,,NORMATIVO,,alto,yes,http://www.tjpe.jus.br/institucional/palacio-da-justica/
SCOUT-574,Estátua de Têmis (Palácio da Justiça do Rio Grande do Sul),BR,2005,arquitetura forense,,NORMATIVO,,alto,yes,https://www.tjrs.jus.br/novo/institucional/palacio-da-justica/
SCOUT-575,Litis abusus(3):personnages allégoriques suivant l'amour...,FR,,indeterminado,Alegoria feminina,INDETERMINADO,,baixo,no,http://balat.kikirpa.be/object/10065138
SCOUT-576,Sieg der Justitia von der Nike mit Lorbeer bekrönt in Begleitung zweier Putti,FR,,indeterminado,Justitia,INDETERMINADO,,baixo,no,http://kk.haum-bs.de/?id=z-02158
SCOUT-577,[Justitia und Violentia],FR,,indeterminado,Justitia,INDETERMINADO,,baixo,no,http://kk.haum-bs.de/?id=galle-j-exc-ab3-0016
SCOUT-578,"Le Monde de la Science, des Arts et de la Magistrature — Cortège allégorique à la gloire de la cité",FR,,indeterminado,Alegoria feminina,INDETERMINADO,,baixo,no,http://balat.kikirpa.be/object/10067177
SCOUT-579,"Justitia, time and Caritas",FR,,indeterminado,Justitia,INDETERMINADO,,baixo,no,http://kk.haum-bs.de/?id=l-kilian-wb2-0015
SCOUT-580,Justitia und Sapientia,FR,,indeterminado,Justitia,INDETERMINADO,,baixo,no,http://kk.haum-bs.de/?id=g-fentzel-wb3-0010
SCOUT-581,[Buste de la République] : [photographie de presse] / [Agence Rol],FR,1916,fotografia,République,MILITAR,,baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b69528790
SCOUT-582,[Le hochet de la République] : [estampe] / Jean Veber,FR,1904,estampa,République,NORMATIVO,,baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b8577647w
SCOUT-583,"[République de Clésinger] : [photographie, tirage de démonstration] / [Atelier Nadar]",FR,1900,fotografia,République,INDETERMINADO,,baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b53124181m
SCOUT-584,"14/7/27, les Mariannes avant le défilé : [photographie de presse] / [Agence Rol]",FR,1927,fotografia,Marianne,INDETERMINADO,,baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b53184735g
SCOUT-585,Au nom de la République française [a tous les officiers civils et militaires...] : [estampe] / Gatteaux inv.t ; R. De Launay sculp.t,FR,1798,estampa,République,NORMATIVO,,baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b84125562
