id,image_url,fetch_status,license,custody,title_on_page,date_on_page,creator_on_page,source_url,recovery_round,notes
FR-031,https://gallica.bnf.fr/ark:/12148/bpt6k1068692m/f1.highres,hotlink_protected,Public domain [Gallica](https://gallica.bnf.fr/ark:/12148/bpt6k1068692m),Bibliothèque nationale de France [Gallica](https://gallica.bnf.fr/ark:/12148/bpt6k1068692m),L'Éclipse : journal hebdomadaire / dessins d'A. Gill - Madame Anastasie [Gallica](https://gallica.bnf.fr/ark:/12148/bpt6k1068692m),1874-07-19 [Gallica](https://gallica.bnf.fr/ark:/12148/bpt6k1068692m),André Gill (1840-1885) [Gallica](https://gallica.bnf.fr/ark:/12148/bpt6k1068692m),https://gallica.bnf.fr/ark:/12148/bpt6k1068692m,r2_browser,"The main image is a caricature titled 'Madame Anastasie' by André Gill, featured on the front page of L'Éclipse. The image URL provided is the high-resolution asset link used by the Gallica viewer. [Gallica](https://gallica.bnf.fr/ark:/12148/bpt6k1068692m)"
IT-007,https://en.numista.com/catalogue/photos/italie/5f7ca30c151889.06643894-original.jpg,hotlink_protected,© whitegandalf; Not specified for the object itself on page,Numista catalog #2716,500 Lire,1958-2001,"Pietro Giampaoli (Reverse), Guido Veroi (Obverse)",https://en.numista.com/catalogue/pieces2716.html,r2_browser,"The main image selected is the reverse side of the coin, which features the female allegory representing Italy surrounded by 19 shields. According to the page, this side was engraved by Pietro Giampaoli and is an emulation of a Renaissance medal by Pisanello. The obverse (ships) was engraved by Guido Veroi. Metadata shows the coin is 83.5% silver."
FR-HERC-1870,https://en.numista.com/catalogue/photos/france/10974-original.jpg,hotlink_protected,Not specified on page,Numista catalog #1187,"5 Francs Hercule, 3rd republic",1870-1889,Augustin Dupré (Engraver),https://en.numista.com/catalogue/pieces1187.html,r2_browser,"The main allegory (Hercules group) is featured on the reverse side of this coin. The obverse features the denomination and date within a wreath. Image extracted from the primary catalog entry. Dimensions: 37 mm diameter, 25 g weight. Silver .900 composition."
IT-008,https://assets.lastdodo.com/image/ld_large/plain/assets/catalog/assets/1/0/a/7/pdf_0a70e000-df6a-012b-da33-001ff3cf7282.jpg,verified_direct,Not specified on page,LastDodo catalog #305277,Italia turrita 5 (1953),1953,"[Grassi, Vittorio [1878-1958]](https://www.lastdodo.com/en/areas/1643347-grassi-vittorio-1878-1958), IPS [Rome, Italië] (1929-1978)",https://www.lastdodo.com/en/areas/6628487-1953-siracusana,r2_browser,The image shows the 'Italia turrita' (Lady Italy crowned with towers) allegory from the 1953 Siracusana stamp series. Engraved/Designed by Vittorio Grassi. Printed by IPS Rome. Watermark: Winged wheel. Dimensions: 20 x 24 mm. Source page: [LastDodo](https://www.lastdodo.com/en/items/305277-italia-turrita).
US-020,https://hti.osu.edu/sites/default/files/Immigration_5.jpg,verified_direct,Not specified on page,[The Billy Ireland Cartoon Library & Museum at Ohio State University](http://cartoons.osu.edu/),Looking Backward,"January 11, 1893",Joseph Keppler,https://hti.osu.edu/opper/lesson-plans/immigration/images/looking-backward,r2_browser,The image is an editorial cartoon from Puck magazine. A link to the full-sized image is provided on the page. The content describes the irony of descendants of immigrants opposing new immigration.
US-EDUC-1896-01,https://en.numista.com/catalogue/photos/etats-unis/6803d8e390f7b7.33375553-original.jpg,hotlink_protected,© hareluca,[Numista catalog #207329](https://en.numista.com/catalogue/note207329.html),"1 Dollar Silver Certificate; ""Educational Series""",1896,Engraver: [Charles Schlecht](https://en.numista.com/catalogue/artist.php?id=1739); Designer: [Will Hicok Low](https://en.numista.com/catalogue/artist.php?id=1946); Issuing Authority: United States,https://en.numista.com/catalogue/note207329.html,r2_browser,"The obverse depicts an allegorical representation of ""History instructing Youth."" The note is part of the ""Educational Series"" issued by the Bureau of Engraving and Printing. Reverse features busts of George and Martha Washington. Image resolution is not explicitly stated but URL indicates the original asset."
UK-010,https://www.gutenberg.org/files/59801/59801-h/images/i_021large.jpg,verified_direct,Public Domain (confirmed by [Project Gutenberg](https://www.gutenberg.org/files/59801/59801-h/59801-h.htm) license statement),[Project Gutenberg](https://www.gutenberg.org/files/59801/59801-h/59801-h.htm),Britannia Discovering the Source of the Nile.,"June, 1863",[Sir John Tenniel](https://www.gutenberg.org/files/59801/59801-h/59801-h.htm),https://www.gutenberg.org/files/59801/59801-h/59801-h.htm,r2_browser,The image is a cartoon from 'Punch' titled 'Britannia Discovering the Source of the Nile' featuring the female allegory Britannia. The high-resolution image was extracted by clicking the cartoon on the page.
UK-TRADE-1895,https://en.numista.com/catalogue/photos/royaume-uni/2817-original.jpg,hotlink_protected,© Heritage Auctions,Numista catalog #8472,1 Dollar British Trade Dollar,1895-1935,George William de Saulles,https://en.numista.com/catalogue/pieces8472.html,r2_browser,"Diameter: 39 mm, Weight: 26.95 g, Composition: Silver (.900). The image shows the obverse of the British Trade Dollar featuring the allegory of Britannia."
US-SEATED-1840,https://en.numista.com/catalogue/photos/etats-unis/1602-original.jpg,hotlink_protected,© Heritage Auctions,Numista catalog #11472,"1 Dollar ""Seated Liberty"" (without motto)",1840-1866,Christian Gobrecht (Engraver),https://en.numista.com/catalogue/pieces11472.html,r2_browser,"The main artwork consists of two images (obverse and reverse). The obverse image (Seated Liberty) is selected as per instructions. Both are credited to Heritage Auctions. Dimensions and specific resolution depend on the original upload, but the 'original' suffix indicates the highest resolution available on Numista."
US-SLQ-1916,https://upload.wikimedia.org/wikipedia/commons/f/f7/1916_Standing_Liberty_quarter_obverse.jpg,verified_direct,Public domain,Wikimedia Commons,1916 Standing Liberty quarter obverse,1916,Hermon Atkins MacNeil (coin designer); photographer not identified,https://commons.wikimedia.org/wiki/File:1916_Standing_Liberty_quarter_obverse.jpg,r2_manual_review,Manual review correction: replaces the erroneous Polish 2 Zlotys Numista page/image with the 1916 Standing Liberty Quarter obverse.
UK-PENNY-1860,https://en.numista.com/catalogue/photos/royaume-uni/5fa68ec5c8a650.13680512-original.jpg,hotlink_protected,© narracan coins,"Numista catalog #3377, narracan coins contribution",1 Penny - Victoria (2nd portrait; 1st type),1860-1874,Leonard Charles Wyon (Engraver),https://en.numista.com/catalogue/pieces3377.html,r2_manual_review,"Manual review correction: selected the Numista reverse image whose alt text is ""1 Penny - Victoria (2nd portrait; 1st type) - reverse"" and whose description depicts Britannia seated with trident and shield."
US-EDUC-1896-02,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2021q127671,verified_direct,Usage conditions apply. There are restrictions for re-using this media. See Smithsonian [Terms of Use](https://www.si.edu/Termsofuse).,"[National Museum of American History](https://americanhistory.si.edu/), National Numismatic Collection","2 Dollars, Silver Certificate, United States, 1896",1896 (Date Made),[Bureau of Engraving and Printing](https://americanhistory.si.edu/collections/search?edan_fq[]=name:%22Bureau%20of%20Engraving%20and%20Printing%22) (Maker),https://americanhistory.si.edu/collections/object/nmah_1817050,r2_browser,The object is a $2 Silver Certificate from the 1896 'Educational Series'. The obverse depicts five allegorical figures representing Science presenting Steam and Electricity to Commerce and Manufacture. The reverse features portraits of Robert Fulton and Samuel F. B. Morse. Image URL is the direct delivery service link for the obverse.
US-EDUC-1896-05,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2021q127703,verified_direct,CC0 / Public Domain (Usage Conditions Apply),"National Museum of American History, Smithsonian Institution (NU.78.5.763)","5 Dollars, Silver Certificate, United States, 1896",1896 (Date Made),Bureau of Engraving and Printing (Maker),https://americanhistory.si.edu/collections/object/nmah_1816788,r2_browser,"Direct image URL obtained via the download button in the image viewer. The license is specified as Smithsonian CC0 for most digital assets, though the page mentions ""Usage Conditions Apply"" with a link to general terms. Given the date and origin, it is effectively public domain. Image dimensions and high resolution are available via the IDS service. obverse depicted Electricity as the dominant force. Reverse depicted portraits of Ulysses S. Grant and Philip Sheridan."
BR-007,https://memoria.bn.gov.br/DocReader/content/getimage.ashx?bib=702390&pagfis=60&width=2000,hotlink_protected,Not specified on page,Fundação Biblioteca Nacional (Hemeroteca Digital Brasileira),Gazeta do Brasil,1827,Typographia da Gazeta / Pierre Plancher,http://memoria.bn.br/pdf/702390/per702390_1827_00060.pdf,r2_browser,"The document is a historical newspaper page from 'Gazeta do Brasil' (1827), preserved in the Hemeroteca Digital Brasileira. The primary visual identifier for this artifact is the masthead featuring the title and motto 'Quem quer ser livre, deve ser escravo da lei.' The page contains text columns typical of early 19th-century Brazilian periodicals. Direct PDF access was restricted by a CAPTCHA on the host site, but the image and metadata were verified via the DocReader interface."
